ID,TIPO,NOME,API00,API99,META,EDU,TEST_INSC,TEST_NUM,REFS,NPI
34673146061808,Medio,Kerr (Joseph) M,740,706,5,3.46000003814697,1244,1108,19,7
34673146077291,Fundamental,Leimbach (Herma,624,550,13,2.70000004768372,683,554,70,25
34673146098743,Fundamental,Markofer (Flore,750,699,5,2.79999995231628,670,588,24,5
34673146098750,Fundamental,Prairie Element,591,553,12,2.47000002861023,842,749,77,34
34673146101844,Fundamental,Feickert (Ellen,779,745,3,3.51999998092651,646,534,20,6
34673146106355,Fundamental,Jackson (Isabel,731,691,5,3.19000005722046,768,695,40,23
34673146107700,Fundamental,Foulks Ranch El,826,780,1,3.90000009536743,838,769,8,3
34673146107718,Fundamental,Union House Ele,690,633,8,2.71000003814697,768,674,64,25
34673146107916,Fundamental,Reith (John) El,652,622,9,2.79999995231628,757,608,66,29
34673146109516,Fundamental,Butler (Arthur ,815,729,4,3.17000007629395,560,470,21,10
34673146109821,Medio,Jackman (Samuel,560,515,14,2.74000000953674,1321,1138,67,28
34673146110118,Fundamental,Ehrhardt (John),822,766,2,3.63000011444092,830,776,16,10
34673146110985,Fundamental,Tsukamoto (Mary,775,726,4,3.50999999046326,816,733,26,13
34673146112031,Medio,Eddy (Harriet G,777,734,3,3.60999989509583,1475,1279,17,10
34673146113179,Fundamental,Morse (Barbara ,717,672,6,3.20000004768372,812,723,36,16
34673146113187,Fundamental,Beitzel (Maeola,757,736,3,3.28999996185303,728,646,28,11
34673146113831,Medio,Smedberg (T. R.,722,655,7,3.46000003814697,1362,1203,24,10
34673226033138,Fundamental,Elverta Element,707,633,8,2.77999997138977,165,131,43,5
34673303431533,Superior,Cordova High,600,622,9,3.14000010490417,1481,1232,32,17
34673303433216,Superior,Folsom High,769,759,2,3.67000007629395,1085,987,3,1
34673306033146,Fundamental,Sprentz (Blanch,770,763,2,3.3199999332428,243,209,17,2
34673306033153,Fundamental,Cordova Gardens,798,714,4,3.00999999046326,324,221,45,3
34673306033161,Fundamental,Cordova Lane El,702,670,7,2.61999988555908,442,372,33,2
34673306033179,Fundamental,Cordova Meadows,787,755,2,2.71000003814697,260,214,66,10
34673306033187,Fundamental,Cordova Villa E,591,563,12,2.30999994277954,265,205,78,12
34673306033211,Fundamental,Shields (Peter ,736,690,6,2.47000002861023,282,177,44,15
34673306033229,Fundamental,Rancho Cordova ,573,525,14,2.51999998092651,349,230,72,36
34673306033245,Fundamental,Riverview Eleme,584,587,11,3.01999998092651,210,135,73,6
34673306033252,Fundamental,Judah (Theodore,695,699,5,2.69000005722046,260,189,42,3
34673306033278,Fundamental,White Rock Elem,597,560,12,2.52999997138977,384,271,82,29
34673306033286,Fundamental,Williamson Elem,544,572,11,2.8199999332428,275,221,73,33
34673306059190,Medio,Mills Middle,598,621,9,2.95000004768372,900,688,56,24
34673306059208,Medio,Mitchell (W. E.,616,647,8,3.23000001907349,658,532,40,3
34673306115638,Fundamental,Gold Ridge Elem,843,797,1,3.80999994277954,353,250,3,1
34673486033294,Fundamental,Fairsite Elemen,608,572,11,2.45000004768372,497,425,67,35
34673486033302,Medio,Greer (Vernon E,640,636,8,2.90000009536743,813,696,37,16
34673486033310,Fundamental,Valley Oaks Ele,667,611,9,2.71000003814697,707,600,42,24
34673486110654,Fundamental,River Oaks Elem,821,760,2,3.25999999046326,461,377,30,14
34673486114185,Fundamental,Marengo Ranch E,746,716,4,2.96000003814697,440,318,32,10
34673553433471,Superior,Galt High,597,603,10,2.88000011444092,1310,734,21,3
34673633433265,Superior,Foothill High,610,634,8,3.07999992370605,1139,665,34,11
34673633433794,Superior,Grant Union Hig,435,444,18,2.16000008583069,1427,1086,84,29
34673633434370,Superior,Highlands High,546,506,15,2.72000002861023,910,708,38,10
34673633436979,Superior,Rio Linda High,559,583,11,2.75,1231,866,31,12
34673636059224,Medio,Don Julio Junio,564,532,13,2.58999991416931,740,288,52,4
34673636059232,Medio,Foothill Farms ,609,591,10,2.89000010490417,850,309,49,14
34673636059265,Medio,Rio Tierra Juni,499,499,15,2.38000011444092,541,181,100,24
34673636102784,Medio,King (Martin Lu,429,476,16,2.24000000953674,851,204,96,32
34673976033336,Fundamental,Smythe (Alethea,570,499,15,2.15000009536743,404,320,94,43
34673976033351,Fundamental,Babcock (D.W.) ,740,709,5,2.57999992370605,379,285,78,11
34673976033369,Fundamental,Dos Rios Elemen,528,463,17,1.55999994277954,157,110,99,26
34673976033385,Fundamental,Hagginwood Elem,546,492,15,2.26999998092651,395,289,89,24
34673976033393,Fundamental,Harmon Johnson ,532,439,18,1.80999994277954,400,304,99,56
34673976033419,Fundamental,Strauch (Hazel),708,635,8,2.39000010490417,324,263,62,10
34673976033427,Fundamental,Castori (Michae,539,462,17,2.03999996185303,478,349,90,20
34673976033435,Fundamental,Noralto Element,558,452,17,1.61000001430511,466,379,99,67
34673976033443,Fundamental,Northwood Eleme,525,486,16,1.98000001907349,335,237,94,27
34673976033450,Fundamental,Woodlake Elemen,600,490,16,2.26999998092651,281,178,76,22
34674056033468,Fundamental,Aero Haven Elem,483,450,18,1.69000005722046,334,208,89,43
34674056033476,Fundamental,Allison (Warren,690,653,7,2.0699999332428,319,265,65,5
34674056033484,Fundamental,Dry Creek Eleme,720,643,8,2.17000007629395,332,283,55,9
34674056033492,Fundamental,Frontier Elemen,740,706,5,2.41000008583069,412,361,41,6
34674056033500,Fundamental,Frederick Joyce,717,665,7,2.07999992370605,351,254,77,11
34674056033518,Fundamental,Hillsdale Eleme,687,617,9,2.29999995231628,318,273,62,18
34674056033526,Fundamental,Kohler Elementa,588,496,15,2.21000003814697,328,251,77,16
34674056033534,Fundamental,Larchmont Eleme,595,581,11,2.17000007629395,306,236,69,11
34674056033542,Fundamental,Madison Element,683,640,8,1.8400000333786,425,342,75,12
34674056033559,Fundamental,Oakdale Element,638,596,10,1.98000001907349,314,265,79,24
34674056033567,Fundamental,Holmes (Oliver ,635,601,10,2.28999996185303,291,232,56,0
34674056033575,Fundamental,Orchard Element,671,641,8,2.01999998092651,320,258,51,6
34674056033583,Fundamental,Pioneer Element,691,688,6,2.52999997138977,426,362,49,7
34674056033591,Fundamental,Rio Linda Eleme,682,633,8,2.03999996185303,280,222,42,2
34674056033609,Fundamental,Sierra View Ele,715,640,8,1.79999995231628,305,221,75,25
34674056033617,Fundamental,Village Element,683,587,11,2.05999994277954,277,223,64,9
34674056033633,Fundamental,Westside Elemen,700,648,8,2.25999999046326,281,226,36,4
34674056066682,Fundamental,Woodridge Eleme,712,677,6,2.36999988555908,476,376,68,9
34674056105985,Fundamental,Ridgepoint Elem,780,734,3,2.51999998092651,444,372,39,13
34674056112064,Fundamental,Foothill Oaks E,696,636,8,2.3199999332428,495,384,50,11
34674056112643,Medio,Westside Elemen,738,748,3,2.46000003814697,216,182,32,6
34674134835302,Superior,Rio Vista High,652,607,10,3.0,306,285,14,6
34674135731708,Superior,Delta High,618,570,12,2.85999989509583,195,178,23,17
34674136033641,Fundamental,Bates Elementar,656,604,10,2.16000008583069,192,174,59,29
34674136033658,Fundamental,Clarksburg Elem,606,566,12,2.9300000667572,143,133,48,28
34674136033666,Fundamental,Isleton Element,672,628,9,2.94000005722046,188,161,51,11
34674136033690,Medio,Riverview Eleme,666,637,8,2.89000010490417,370,342,33,5
34674136033708,Fundamental,Walnut Grove El,593,560,12,2.21000003814697,168,160,63,25
34674136033716,Fundamental,White (D.H.) El,693,652,7,2.91000008583069,135,113,38,14
34674216033724,Fundamental,Bell Avenue Ele,582,590,11,1.66999995708466,302,283,93,17
34674216033740,Fundamental,Robla Elementar,611,626,9,2.25,301,292,68,13
34674216033757,Fundamental,Taylor Street E,529,550,13,1.92999994754791,454,439,78,17
34674216112296,Fundamental,Glenwood Elemen,557,523,14,1.42999994754791,419,439,73,9
34674393431012,Superior,Burbank (Luther,497,463,17,2.24000000953674,1632,1209,53,42
34674393434768,Superior,Kennedy (John F,655,639,8,3.35999989509583,1888,1638,22,15
34674393435419,Superior,McClatchy (C.K.,646,643,8,3.03999996185303,1913,1592,36,21
34674393437555,Superior,Sacramento High,600,580,11,2.79999995231628,1389,1137,36,21
34674396033765,Fundamental,Winn (A.M.) Ele,663,615,9,2.04999995231628,334,249,73,21
34674396033773,Fundamental,Birney (Alice) ,648,592,10,1.92999994754791,250,210,67,30
34674396033781,Fundamental,Bear Flag Eleme,670,551,12,2.07999992370605,203,152,62,6
34674396033799,Fundamental,Bowling Green E,556,542,13,2.5699999332428,657,552,61,46
34674396033807,Fundamental,Harte (Bret) El,571,562,12,2.5,389,326,100,27
34674396033815,Fundamental,Greenwood (Cale,780,747,3,3.3199999332428,421,359,27,5
34674396033831,Fundamental,Wenzel (Carolin,816,790,1,3.40000009536743,305,246,26,17
34674396033849,Fundamental,Wire (Clayton B,573,516,14,2.14000010490417,434,353,100,51
34674396033856,Fundamental,Huntington (Col,649,570,12,2.22000002861023,245,200,77,37
34674396033880,Fundamental,Lubin (David) E,772,732,3,2.74000000953674,449,357,50,17
34674396033906,Fundamental,Warren (Earl) E,608,526,14,1.91999995708466,323,275,100,53
34674396033914,Fundamental,Kemble (Edward),539,507,15,2.26999998092651,557,475,100,59
34674396033930,Fundamental,Elder Creek Ele,756,714,4,1.98000001907349,496,408,100,55
34674396033948,Fundamental,Baker (Ethel I.,547,508,15,2.38000011444092,443,358,85,43
34674396033955,Fundamental,Phillips (Ethel,452,436,18,2.20000004768372,398,318,99,54
34674396033963,Fundamental,Freeport Elemen,512,462,17,1.97000002861023,296,223,100,41
34674396033989,Fundamental,Fruit Ridge Ele,525,503,15,2.3199999332428,393,324,100,47
34674396033997,Fundamental,Harkness (H.W.),592,533,13,2.22000002861023,222,164,100,22
34674396034003,Fundamental,Hollywood Park ,727,653,7,2.58999991416931,251,221,54,25
34674396034011,Fundamental,Bancroft (Huber,757,739,3,2.83999991416931,274,240,32,8
34674396034029,Fundamental,Cohen (Isador) ,732,672,6,2.58999991416931,292,229,63,8
34674396034037,Fundamental,Smith (Jedediah,644,497,15,2.01999998092651,296,242,98,32
34674396034045,Fundamental,Bidwell (John) ,663,593,10,2.73000001907349,280,216,79,21
34674396034052,Fundamental,Cabrillo (John),707,667,7,3.23000001907349,309,252,57,11
34674396034060,Fundamental,Sloat (John D.),690,642,8,2.40000009536743,230,214,98,51
34674396034078,Fundamental,Morse (John F.),585,556,12,3.01999998092651,133,117,54,11
34674396034094,Fundamental,Bonnheim (Josep,638,574,11,2.14000010490417,356,308,73,29
34674396034110,Fundamental,Maple Elementar,489,450,18,2.84999990463257,167,140,99,55
34674396034128,Fundamental,Hopkins (Mark) ,486,455,17,3.08999991416931,434,358,100,50
34674396034136,Fundamental,Twain (Mark) El,616,586,11,1.82000005245209,371,305,79,30
34674396034169,Fundamental,Nicholas Elemen,607,529,14,2.0,429,357,100,41
34674396034177,Fundamental,Erlewine (O.W.),758,701,5,2.86999988555908,207,162,45,10
34674396034185,Fundamental,Oak Ridge Eleme,474,429,19,2.03999996185303,553,420,100,68
34674396034193,Fundamental,Pacific Element,450,431,18,1.78999996185303,445,353,100,61
34674396034201,Fundamental,Parkway Element,518,494,15,1.9099999666214,391,291,100,14
34674396034219,Fundamental,Burnett (Peter),638,581,11,2.0699999332428,536,467,100,38
34674396034235,Fundamental,Pony Express El,827,760,2,3.32999992370605,306,257,41,12
34674396034250,Fundamental,Sequoia Element,747,699,5,2.85999989509583,377,341,46,12
34674396034276,Fundamental,Sutterville Ele,818,790,1,3.6800000667572,351,323,28,15
34674396034284,Fundamental,Tahoe Elementar,548,492,15,2.75,299,259,100,25
34674396034292,Fundamental,Judah (Theodore,679,668,7,2.65000009536743,391,298,64,22
34674396034300,Fundamental,Jefferson (Thom,807,780,1,3.3199999332428,175,128,55,17
34674396034326,Fundamental,Land (William) ,705,672,6,2.29999995231628,250,196,100,46
34674396034334,Fundamental,Woodbine Elemen,580,537,13,2.05999994277954,282,234,100,53
34674396059273,Medio,Einstein (Alber,655,638,8,3.15000009536743,902,760,38,12
34674396059281,Medio,California Midd,591,574,11,2.83999991416931,912,827,58,24
34674396059299,Medio,Goethe (Charles,485,506,15,2.79999995231628,790,633,84,42
34674396059307,Medio,Bacon (Fern) Mi,537,549,13,2.39000010490417,825,771,85,46
34674396059323,Fundamental,Still (John H.),459,439,18,2.27999997138977,645,542,98,52
34674396059356,Medio,Brannan (Sam) M,667,633,8,3.09999990463257,893,749,45,16
34674396059364,Medio,Wood (Will C.) ,516,491,15,2.14000010490417,994,785,100,39
34674396061832,Medio,Carson (Kit) Mi,553,579,11,2.46000003814697,502,444,74,26
34674396066690,Medio,Sutter Middle,839,777,1,3.64000010490417,900,839,18,6
34674396071336,Fundamental,Anthony (Susan ,532,461,17,1.17999994754791,270,246,99,64
34674396096150,Fundamental,Marshall (James,724,674,6,3.32999992370605,401,299,49,20
34674396096648,Fundamental,Anderson (Maria,528,460,17,2.35999989509583,358,300,99,35
34674396096655,Fundamental,Washington Elem,610,540,13,1.54999995231628,170,136,100,47
34674396097083,Fundamental,Golden Empire E,716,667,7,2.48000001907349,448,391,55,15
34674396099808,Fundamental,Lincoln (Abraha,632,614,9,2.90000009536743,360,248,65,16
34674396107239,Fundamental,King (Martin Lu,786,767,2,3.33999991416931,522,448,30,11
34674396107726,Fundamental,Lisbon Elementa,687,630,9,3.38000011444092,442,372,47,13
34674396110662,Fundamental,Kenny (Keith B.,548,542,13,2.35999989509583,384,346,100,23
34674396111389,Fundamental,Matsuyama Eleme,812,758,2,3.41000008583069,412,362,23,24
34674473430048,Superior,Mesa Verde High,627,598,10,2.82999992370605,869,707,19,3
34674473430493,Superior,Bella Vista Hig,767,773,1,3.75999999046326,1356,1236,6,2
34674473431111,Superior,Casa Roble Fund,691,678,6,3.4300000667572,1400,1241,8,2
34674473432051,Superior,Del Campo High,709,715,4,3.47000002861023,1427,1268,11,3
34674473432317,Superior,El Camino Funda,748,755,2,3.5699999332428,1215,1144,9,2
34674473432838,Superior,Encina High,509,434,18,2.74000000953674,654,417,68,29
34674473435930,Superior,Mira Loma High,717,694,5,3.52999997138977,1148,840,29,16
34674473438504,Superior,San Juan High,607,589,11,3.07999992370605,734,556,37,23
34674476034367,Fundamental,Arlington Heigh,754,758,2,2.73000001907349,380,318,31,2
34674476034375,Medio,Barrett (John) ,822,752,2,3.75,884,721,17,3
34674476034383,Fundamental,Cameron Ranch E,701,659,7,3.03999996185303,288,207,60,6
34674476034391,Fundamental,Carmichael Elem,737,681,6,2.59999990463257,318,276,68,22
34674476034409,Medio,Carnegie (Andre,786,745,3,3.41000008583069,857,744,12,2
34674476034425,Medio,Churchill (Wins,824,798,1,3.74000000953674,933,812,24,4
34674476034433,Fundamental,Citrus Heights ,705,645,8,2.96000003814697,325,269,46,1
34674476034441,Fundamental,Cottage Element,733,700,5,2.85999989509583,247,203,53,2
34674476034466,Fundamental,Coyle Avenue El,710,687,6,2.98000001907349,302,252,52,3
34674476034474,Fundamental,Creekside Eleme,622,588,11,2.33999991416931,222,148,76,6
34674476034524,Fundamental,Dyer-Kelly Elem,480,443,18,2.44000005722046,260,213,100,36
34674476034540,Fundamental,Edison (Thomas),624,596,10,2.59999990463257,290,227,78,12
34674476034557,Fundamental,Fair Oaks Eleme,771,721,4,3.23000001907349,223,192,30,3
34674476034565,Fundamental,Garfield Elemen,742,704,5,3.03999996185303,310,235,44,2
34674476034573,Fundamental,Grand Oaks Elem,721,657,7,2.64000010490417,427,359,52,2
34674476034599,Fundamental,Greer Elementar,601,499,15,2.25999999046326,269,189,100,24
34674476034615,Fundamental,Holst (John) El,640,622,9,2.86999988555908,297,243,69,42
34674476034623,Fundamental,Howe Avenue Ele,556,537,13,2.26999998092651,410,301,100,28
34674476034631,Fundamental,Kelly (Thomas) ,737,684,6,3.1800000667572,277,226,36,2
34674476034649,Fundamental,Kenneth Avenue ,713,564,12,2.32999992370605,313,188,74,3
34674476034656,Fundamental,Kingswood Eleme,639,624,9,2.10999989509583,442,338,63,21
34674476034680,Fundamental,Lichen Elementa,739,724,4,2.44000005722046,413,340,40,4
34674476034698,Fundamental,Littlejohn (Lei,686,693,5,2.92000007629395,291,236,49,3
34674476034714,Fundamental,Mariposa Avenue,709,690,6,2.76999998092651,339,263,52,3
34674476034748,Fundamental,Mitchell (Billy,763,748,3,2.98000001907349,300,214,40,2
34674476034755,Fundamental,Northridge,797,726,4,2.91000008583069,294,208,39,3
34674476034763,Fundamental,Sunrise Element,722,698,5,2.25999999046326,267,224,45,4
34674476034771,Fundamental,Oakview Element,801,794,1,3.25999999046326,317,257,27,1
34674476034805,Fundamental,Palisades Eleme,727,655,7,2.84999990463257,146,112,40,1
34674476034813,Fundamental,Pasadena Avenue,679,650,8,2.99000000953674,291,220,59,17
34674476034821,Medio,Pasteur (Louis),748,701,5,3.32999992370605,895,788,21,3
34674476034839,Fundamental,Peck (Charles) ,743,726,4,2.95000004768372,367,291,48,2
34674476034862,Fundamental,Roberts Element,726,723,4,3.19000005722046,284,234,29,1
34674476034870,Medio,Rogers (Will) M,632,645,8,3.04999995231628,877,691,40,21
34674476034888,Medio,Salk (Jonas) Al,507,430,19,2.84999990463257,585,344,84,27
34674476034896,Fundamental,Schweitzer (Alb,794,772,1,3.49000000953674,310,276,20,2
34674476034912,Fundamental,Skycrest Elemen,670,638,8,2.79999995231628,444,348,63,29
34674476034920,Fundamental,Starr King Elem,674,673,6,3.28999996185303,235,195,44,6
34674476034946,Medio,Sylvan Middle,698,656,7,3.0699999332428,647,516,32,5
34674476034961,Fundamental,Whitney Avenue ,568,527,14,2.40000009536743,321,222,78,30
34674476095178,Fundamental,Coleman (Thomas,733,740,3,3.22000002861023,281,260,30,5
34674476097810,Fundamental,Woodside Elemen,762,739,3,3.3199999332428,337,312,23,1
34674476103816,Fundamental,Trajan Elementa,786,771,1,3.13000011444092,409,378,21,1
34674476105910,Fundamental,Carriage Drive ,724,686,6,2.90000009536743,457,390,48,25
34674476105928,Fundamental,Ottomon Way Ele,720,711,4,3.08999991416931,315,247,44,1
34674476108476,Medio,Starr King Midd,696,656,7,3.25,517,408,35,7
34739733430378,Superior,Center High,670,686,6,3.16000008583069,1163,958,17,7
34739736032908,Fundamental,Dudley (Arthur ,793,727,4,3.17000007629395,547,381,30,6
34739736032916,Medio,Center Junior H,746,765,2,3.24000000953674,910,686,26,4
34739736032924,Fundamental,Spinelli (Cyril,686,673,6,2.82999992370605,477,358,59,21
34739736107734,Fundamental,Oak Hill Elemen,814,778,1,3.52999997138977,589,506,15,5
34739736108948,Fundamental,North Country E,786,729,4,3.13000011444092,549,438,42,9
34752833430584,Superior,Natomas High,631,582,11,2.88000011444092,1111,635,24,2
34752836033328,Medio,Greene (Leroy F,644,630,9,2.92000007629395,869,781,35,4
34752836100432,Fundamental,American Lakes ,646,604,10,2.85999989509583,541,420,58,3
34752836104731,Fundamental,Jefferson Eleme,690,593,10,2.99000000953674,501,432,47,18
34752836107981,Fundamental,Bannon Creek El,717,662,7,3.14000010490417,521,370,52,1
35674706035026,Fundamental,Fremont Element,556,556,12,2.78999996185303,269,210,42,21
35674706035042,Fundamental,Sunnyslope Elem,708,656,7,2.90000009536743,482,404,35,17
35674706071088,Medio,Rancho San Just,641,626,9,2.90000009536743,903,746,30,19
35674706104509,Fundamental,Calaveras Eleme,549,521,14,3.09999990463257,355,307,50,22
35674706107338,Fundamental,Cerra Vista Ele,661,601,10,3.22000002861023,479,406,31,11
35674706112320,Medio,Maze Middle,608,585,11,2.0,803,698,38,25
35674706114557,Fundamental,Gabilan Hills (,524,539,13,2.35999989509583,491,408,45,32
35675046095202,Fundamental,Spring Grove El,649,639,8,2.6800000667572,440,322,30,17
35675383537008,Superior,San Benito High,660,588,11,2.85999989509583,1989,977,11,3
35752596035117,Fundamental,San Juan Elemen,674,675,6,1.9099999666214,425,307,38,20
35752596049654,Fundamental,Aromas Elementa,674,672,6,5.0,409,295,19,14
36675876035174,Fundamental,Adelanto Elemen,536,464,17,1.87000000476837,334,246,97,38
36675876035182,Fundamental,George (Harold ,666,598,10,2.91000008583069,270,243,69,6
36675876035208,Medio,Sheppard (Harry,509,505,15,2.46000003814697,916,718,74,12
36675876109409,Fundamental,Eagle Ranch Ele,687,669,7,3.0,580,488,31,2
36675876111918,Fundamental,Desert Trails E,633,563,12,2.63000011444092,469,395,60,14
36675876115117,Fundamental,Bradach (Donald,598,573,11,2.82999992370605,284,230,64,10
36675956035216,Fundamental,Alta Loma Eleme,762,705,5,2.95000004768372,534,406,32,5
36675956035224,Medio,Alta Loma Middl,752,711,4,3.45000004768372,889,777,15,2
36675956035232,Fundamental,Carnelian Eleme,753,665,7,3.10999989509583,523,412,24,3
36675956094940,Fundamental,Jasper Elementa,777,731,3,3.24000000953674,468,379,16,3
36675956098503,Fundamental,Stork (Floyd M.,825,753,2,3.71000003814697,681,585,7,1
36675956101786,Fundamental,Deer Canyon Ele,807,744,3,3.29999995231628,667,509,18,3
36675956104475,Fundamental,Hermosa Element,817,769,2,3.64000010490417,629,480,7,2
36675956107510,Fundamental,Groves (Victori,800,734,3,3.50999999046326,692,577,8,3
36675956108930,Medio,Vineyard Jr. Hi,761,739,3,3.47000002861023,928,842,13,3
36675956114649,Fundamental,Banyan Elementa,840,793,1,3.57999992370605,259,218,14,5
36676113630803,Superior,Barstow High,558,533,13,2.90000009536743,1284,663,3,6
36676116035281,Medio,Barstow Middle,684,633,8,2.9300000667572,669,564,2,3
36676116035299,Fundamental,Cameron Element,648,563,12,2.32999992370605,318,225,3,1
36676116035307,Fundamental,Crestline Eleme,540,467,17,2.4300000667572,402,233,6,13
36676116035349,Fundamental,Henderson Eleme,715,612,9,2.57999992370605,272,187,7,1
36676116035356,Fundamental,Hinkley Element,601,536,13,1.9099999666214,323,207,2,33
36676116035372,Fundamental,Lenwood Element,550,451,17,2.60999989509583,254,201,2,4
36676116035380,Fundamental,Montara Element,657,489,16,2.35999989509583,273,209,6,1
36676116035414,Fundamental,Skyline North E,681,554,12,2.75999999046326,176,125,4,1
36676116035422,Fundamental,Thomson Element,689,540,13,1.99000000953674,206,145,5,14
36676116098537,Medio,Kennedy Middle,586,532,13,2.21000003814697,651,404,3,6
36676373631066,Superior,Big Bear High,716,677,6,3.17000007629395,673,596,23,1
36676376035463,Medio,Big Bear Middle,678,651,7,2.86999988555908,519,460,34,2
36676376067052,Fundamental,North Shore Ele,697,676,6,3.00999999046326,446,398,46,3
36676376105936,Fundamental,Big Bear Elemen,760,717,4,3.13000011444092,449,387,37,9
36676376112866,Fundamental,Baldwin Lane El,768,710,5,2.82999992370605,469,391,46,1
36676456035489,Fundamental,Central Element,710,657,7,2.86999988555908,411,338,26,7
36676456035497,Medio,Cucamonga Middl,690,675,6,2.97000002861023,942,777,32,7
36676456035505,Fundamental,Valle Vista Ele,703,689,6,2.97000002861023,426,354,27,3
36676456099204,Fundamental,Dona Merced Ele,735,676,6,2.96000003814697,463,393,25,6
36676456104525,Fundamental,Bear Gulch Elem,683,617,9,2.58999991416931,434,350,54,18
36676456106603,Fundamental,Coyote Canyon E,735,698,5,3.03999996185303,428,324,23,5
36676456110704,Medio,Musser (Ruth) M,766,718,4,3.45000004768372,978,756,20,3
36676523630225,Superior,Alta Loma High,647,661,7,3.23000001907349,2109,1180,8,5
36676523630373,Superior,Etiwanda High,690,657,7,3.49000000953674,2463,1325,10,4
36676523630571,Superior,Rancho Cucamong,627,630,9,3.40000009536743,2143,1297,8,5
36676523632205,Superior,Chaffey High,497,496,15,2.14000010490417,2487,1271,26,41
36676523633906,Superior,Montclair High,494,485,16,2.23000001907349,2124,1142,37,46
36676523634482,Superior,Ontario High,535,541,13,2.59999990463257,2136,1172,25,26
36676783630035,Superior,Don Antonio Lug,590,605,10,2.76999998092651,1717,1565,25,15
36676783630522,Superior,Ayala (Ruben S.,714,688,6,3.55999994277954,2719,2460,7,6
36676783632502,Superior,Chino Senior Hi,603,592,10,2.94000005722046,1977,1757,23,13
36676786035513,Fundamental,Marshall (E. J.,704,618,9,2.61999988555908,564,486,57,19
36676786035521,Fundamental,El Rancho Eleme,580,548,13,2.28999996185303,620,538,70,39
36676786035547,Fundamental,Gird (Richard) ,523,452,17,2.22000002861023,645,486,69,43
36676786035554,Fundamental,Glenmeade Eleme,728,703,5,2.85999989509583,602,547,28,10
36676786035562,Fundamental,Los Serranos El,678,632,8,2.86999988555908,694,625,37,16
36676786035570,Fundamental,Newman Elementa,712,677,6,2.71000003814697,589,505,40,12
36676786035588,Fundamental,Walnut Avenue E,644,593,10,2.52999997138977,659,533,52,23
36676786059372,Medio,Magnolia Junior,672,632,8,2.84999990463257,969,880,34,15
36676786061840,Medio,Ramona Junior H,588,572,11,2.73000001907349,967,875,48,21
36676786098347,Fundamental,Dickson Element,619,570,12,2.6800000667572,611,498,57,25
36676786098354,Fundamental,Cortez Elementa,682,654,7,2.8199999332428,786,697,35,19
36676786098362,Fundamental,Borba (Anna A.),713,704,5,2.88000011444092,594,557,29,14
36676786101513,Fundamental,Dickey (Levi H.,663,628,9,2.42000007629395,777,599,40,17
36676786102974,Fundamental,Briggs (Lyle S.,805,759,2,3.30999994277954,770,757,10,1
36676786105712,Medio,Townsend (Rober,719,684,6,3.1800000667572,1022,933,15,7
36676786106611,Fundamental,Litel (Gerald F,827,787,1,3.4300000667572,699,627,12,5
36676786106629,Fundamental,Eagle Canyon El,814,788,1,3.72000002861023,603,513,11,4
36676786107288,Fundamental,Cattle (Howard),750,709,5,3.3199999332428,654,594,13,7
36676786108666,Fundamental,Butterfield Ran,808,789,1,3.66000008583069,696,641,7,3
36676786109813,Medio,Canyon Hills Jr,817,785,1,3.80999994277954,1092,1018,6,4
36676786111215,Medio,Woodcrest Junio,670,646,8,3.00999999046326,521,438,31,10
36676786112833,Fundamental,Hidden Trails E,829,799,1,3.58999991416931,600,563,6,4
36676863631322,Superior,Bloomington Hig,518,535,13,2.42000007629395,1515,1309,39,22
36676863632742,Superior,Colton High,561,546,13,2.58999991416931,2011,1617,35,25
36676866035604,Fundamental,Crestmore Eleme,553,496,15,1.61000001430511,482,390,71,31
36676866035612,Fundamental,Smith (Gerald A,576,561,12,2.35999989509583,644,571,71,33
36676866035620,Fundamental,Grand Terrace E,649,572,11,2.32999992370605,447,353,53,14
36676866035638,Fundamental,Grant (Ulysses),603,554,12,2.22000002861023,504,403,70,23
36676866035646,Fundamental,Lincoln (Abraha,525,522,14,2.01999998092651,563,449,80,33
36676866035653,Fundamental,Lewis (Mary B.),553,499,15,1.88999998569489,571,436,80,33
36676866035661,Fundamental,McKinley (Willi,537,446,18,2.23000001907349,452,363,74,26
36676866035679,Fundamental,Rogers (Paul) E,555,523,14,2.44000005722046,592,505,64,16
36676866035687,Fundamental,Grimes (Ruth) E,577,546,13,1.5900000333786,471,364,77,24
36676866035703,Medio,Terrace Hills M,595,608,10,2.9300000667572,743,747,38,15
36676866035711,Fundamental,Terrace View El,714,704,5,2.75,642,561,21,3
36676866035729,Fundamental,Zimmerman (Walt,559,496,15,1.97000002861023,585,456,84,41
36676866035745,Fundamental,Wilson (Woodrow,533,464,17,1.97000002861023,529,401,85,25
36676866059380,Medio,Bloomington Mid,569,499,15,2.29999995231628,571,489,54,23
36676866061857,Medio,Colton Middle,517,503,15,2.35999989509583,907,753,51,31
36676866101034,Fundamental,Birney (Alice) ,513,494,15,1.91999995708466,595,475,86,37
36676866107452,Fundamental,Reche Canyon El,644,623,9,2.74000000953674,484,388,46,15
36676866108831,Fundamental,Jurupa Vista El,640,606,10,2.26999998092651,591,436,44,13
36676866110142,Fundamental,Cooley Ranch El,649,647,8,2.77999997138977,568,441,54,8
36676866111108,Medio,Harris (Ruth O.,573,552,12,2.66000008583069,966,577,43,23
